Company ID,Organization Name,Founded Year,Organization Name URL,Headquarters Country,Number of Founders,Age,Hub Binary,B2B Binary,Number Seed Rounds,Avg Seed Investor Distance,Avg Seed Investor Pairwise Distance,Average Seed Investors Portfolio Organizations,Number Seed Investors,Avg Age of Seed Investors,Specific VC in Seed Binary,Target VC in Seed Binary,Hub VC in Seed Binary,Accelerator Funding Binary,Angel Group Funding Binary,Micro VC Funding Binary,Corporate Venture Capital Funding Binary,Homecountry Investor in Seed Binary,Seed Investor Same City,Seed Lead Investor Same City,Seed Lead Investor Same City,Total Seed Funding (M),Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate,Other,Success,Exit Binary,Funding Success,Years to Exit,Last Equity Funding Type,Latitude,Longitude,Regional Seed Investor Binary,Overregional Seed Investor Binary,Min Seed Investor Distance,Number Lead Seed Investors,Years to Seed,Regional Lead Seed Investor Binary,Overregional Seed Investor Binary,Overregional Lead Seed Investor Binary,Avg Exits of Seed Investors,Specific Lead VC in Seed Binary,Target Lead VC in Seed Binary,Accelerator Lead Funding Binary,Angel Group Lead Funding Binary,Micro VC Lead Funding Binary,Corporate Venture Capital Lead Funding Binary,Number Seed Investors Same City,Number Seed Lead Investors Same City,Seed Lead Investor Same City,Seed Lead Investor Same City,Number Homecountry Investors,Number Homecountry Lead Investors,Homecountry Lead Investor,Hub Lead VC in Seed Binary,VCs Within 50km,VCs Within 50km,Top University Ecosystem Binary,Top University Ecosystem Binary,Top University Count,Top University Count,Founded Startups in Environment,Successful Startups in Environment,Share Successful Startups in Environment,Share Successful Startups in Environment,Distance to Hub,Minimum Seed VC Distance - Non Lead,Avg Seed VC Distance - Non Lead,Maximum Seed VC Distance - Non Lead,Minimum Lead Seed VC Distance,Avg Lead Seed VC Distance,Maximum Lead Seed VC Distance,Min Seed Investor Pairwise Distance,Max Seed Investor Pairwise Distance,GDP Growth (%) in Funding Year,Investment Volume in First Seed Year (log),Exit Date,Max Seed Investor Distance
9341,Secusmart,2007,https://www.crunchbase.com/organization/secusmart,Germany,1.0,0,False,True,2,446.8811651734495,0.0,108.0,1,2.0,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,7.0,Series A,51.2254018,6.7763137,False,True,446.8811651734495,1.0,0,False,True,True,31.0,False,False,False,False,False,False,0,0,False,False,0,0,False,True,57,57,False,False,0,0,1,0,0.0,0.0,174.68247275260293,0.0,0.0,0.0,446.8811651734495,446.8811651734495,446.8811651734495,0.0,0.0,3.16,6.668863370699788,2014-07-29,446.8811651734495
9345,twidox,2007,https://www.crunchbase.com/organization/twidox,Germany,3.0,1,False,True,2,131.45243950112317,0.0,36.0,1,8.0,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,,Seed,50.0820384,8.2416556,False,True,131.45243950112317,,1,False,True,False,10.0,False,False,False,False,False,False,0,0,False,False,2,0,False,False,47,47,False,False,0,0,0,0,0.0,0.0,288.12368602142107,131.45243950112317,131.45243950112317,131.45243950112317,0.0,0.0,0.0,0.0,0.0,3.16,6.922151159265869,,131.45243950112317
16632,Siine,2007,https://www.crunchbase.com/organization/siine,United Kingdom,1.0,4,True,False,2,2994.2636562135663,5835.657752958273,95.0,3,4.3,True,True,True,True,False,False,False,True,True,False,False,0.879851,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,True,True,0.0,,4,False,True,False,191.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,24,9,0.375,0.375,4.639509600861782,0.0,2994.2636562135663,7533.16702090882,0.0,0.0,0.0,1449.6239477318793,8524.18229023412,3.16,6.68586094706836,,7533.16702090882
16634,Vantia Therapeutics,2007,https://www.crunchbase.com/organization/vantia-therapeutics,United Kingdom,1.0,1,False,True,1,1061.0352041648273,0.0,58.0,1,9.0,False,False,True,False,False,False,True,False,False,False,False,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,Series B,50.9637794,-1.4151229,False,True,1061.0352041648273,1.0,1,False,True,True,40.0,False,False,False,False,False,True,0,0,False,False,0,0,False,True,1,1,True,True,1,1,0,0,0.0,0.0,88.32522071911944,0.0,0.0,0.0,1061.0352041648273,1061.0352041648273,1061.0352041648273,0.0,0.0,3.16,7.244941546337007,,1061.0352041648273
20742,Iconfinder,2007,https://www.crunchbase.com/organization/iconfinder,Denmark,2.0,5,True,False,1,4394.152685975888,8778.62594102432,206.0,2,11.0,False,True,True,True,True,True,False,True,True,False,False,1.5,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,15.0,Venture - Series Unknown,55.6867243,12.5700724,True,True,5.227359580048748,,5,False,True,False,219.5,False,False,False,False,False,False,1,0,False,False,1,0,False,False,68,68,True,True,2,2,1,1,1.0,1.0,0.0,5.227359580048748,4394.152685975888,8783.078012371727,0.0,0.0,0.0,8778.62594102432,8778.62594102432,3.16,4.229749199228304,2022-10-04,8783.078012371727
16620,Orlebar Brown,2007,https://www.crunchbase.com/organization/orlebar-brown,United Kingdom,2.0,2,True,False,2,0.0,0.0,127.0,1,7.5,False,False,True,False,False,False,False,True,True,False,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,11.0,Private Equity,51.4893335,-0.1440551,True,False,0.0,,2,False,False,False,18.0,False,False,False,False,False,False,2,0,False,False,2,0,False,False,643,643,True,True,5,5,24,8,0.3333333333333333,0.3333333333333333,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,6.55250788703459,2018-09-30,0.0
21068,T3K-Forensics,2007,https://www.crunchbase.com/organization/t3k-forensics,Austria,1.0,11,True,True,1,0.0,0.0,24.0,2,2.5,False,False,True,False,False,False,False,True,True,True,True,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,Seed,48.1857192,16.4221587,True,False,0.0,1.0,11,True,False,False,1.5,False,False,False,False,False,False,2,1,True,True,2,1,True,True,63,63,True,True,2,2,4,2,0.5,0.5,4.458645788406764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,4.439115601658009,,0.0
16603,Peerius,2007,https://www.crunchbase.com/organization/peerius,United Kingdom,1.0,2,True,True,2,3022.62626331915,6045.2525266383,124.0,2,16.5,False,False,True,False,False,False,False,True,True,False,False,2.011991,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,9.0,Seed,51.4893335,-0.1440551,True,True,0.0,,2,False,True,False,27.5,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,24,8,0.3333333333333333,0.3333333333333333,4.639509600861782,0.0,3022.62626331915,6045.2525266383,0.0,0.0,0.0,6045.2525266383,6045.2525266383,3.16,6.55250788703459,2016-08-31,6045.2525266383
4222,CustomerGauge,2007,https://www.crunchbase.com/organization/customergauge,The Netherlands,2.0,13,True,True,1,5862.266991071594,0.0,41.0,1,4.0,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,,Seed,52.3730796,4.8924534,False,True,5862.266991071594,1.0,13,False,True,True,4.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,170,170,True,True,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,5862.266991071594,5862.266991071594,5862.266991071594,0.0,0.0,3.16,6.55250788703459,,5862.266991071594
16550,aiHit,2007,https://www.crunchbase.com/organization/aihit,United Kingdom,1.0,0,False,True,1,96.08812230075534,0.0,146.0,1,10.0,False,True,True,False,False,False,False,True,False,False,False,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,8.0,Series A,51.434012,-0.511044,True,False,96.08812230075534,,0,False,False,False,60.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,643,643,False,False,0,0,0,0,0.0,0.0,30.407996699577897,96.08812230075534,96.08812230075534,96.08812230075534,0.0,0.0,0.0,0.0,0.0,3.16,7.313886831633462,2015-08-26,96.08812230075534
9254,TunHub,2007,https://www.crunchbase.com/organization/tunhub,Germany,1.0,9,True,True,2,6385.086074905369,0.0,362.0,1,5.0,True,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,Seed,52.510885,13.3989367,False,True,6385.086074905369,,9,False,True,False,33.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,173,173,True,True,3,3,8,4,0.5,0.5,0.0,6385.086074905369,6385.086074905369,6385.086074905369,0.0,0.0,0.0,0.0,0.0,3.16,7.244941546337007,,6385.086074905369
16184,Promethean Particles,2007,https://www.crunchbase.com/organization/promethean-particles,United Kingdom,1.0,12,False,True,1,175.86985440455854,0.0,182.0,1,35.0,False,True,True,False,False,False,False,True,False,False,False,0.964869,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,Series A,52.9473037,-1.1449555,False,True,175.86985440455854,1.0,12,False,True,True,38.0,False,True,False,False,False,False,0,0,False,False,1,1,True,True,5,5,True,True,1,1,0,0,0.0,0.0,94.1703990772338,0.0,0.0,0.0,175.86985440455854,175.86985440455854,175.86985440455854,0.0,0.0,3.16,8.006700845440367,,175.86985440455854
20159,VivaBioCell,2007,https://www.crunchbase.com/organization/vivabiocell,Italy,1.0,0,False,True,1,491.2056082749906,982.1998132178346,1.5,2,0.0,True,False,True,False,False,False,True,True,False,False,False,0.606434,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,8.0,Seed,46.0634632,13.2358377,True,True,62.25290993092216,,0,False,True,False,1.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,0,0,False,False,0,0,0,0,0.0,0.0,262.59217926763625,62.25290993092216,491.2056082749906,920.1583066190592,0.0,0.0,0.0,982.1998132178346,982.1998132178346,3.16,4.86599480426999,2015-06-23,920.1583066190592
16562,SHEERLUXE,2007,https://www.crunchbase.com/organization/sheerluxe,United Kingdom,1.0,1,True,False,1,0.0,0.0,127.0,1,6.0,False,False,True,False,False,False,False,True,True,False,False,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,Seed,51.4893335,-0.1440551,True,False,0.0,,1,False,False,False,18.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,24,9,0.375,0.375,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,7.244941546337007,,0.0
1354,Dolead,2007,https://www.crunchbase.com/organization/dolead,France,2.0,0,True,True,1,848.2469801220972,1696.4939602441943,1.0,2,5.0,False,False,True,False,False,False,True,True,True,True,True,0.0,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,16.0,Series C,48.8534951,2.3483915,True,True,0.0,2.0,0,True,True,True,1.0,False,False,False,False,False,True,1,1,True,True,1,1,True,True,269,269,True,True,4,4,11,4,0.3636363636363636,0.3636363636363636,0.6205248203236772,0.0,0.0,0.0,0.0,848.2469801220972,1696.4939602441943,1696.4939602441943,1696.4939602441943,3.16,6.532043129023321,2023-06-28,1696.4939602441943
1777,Air Indemnité,2007,https://www.crunchbase.com/organization/air-indemnite,France,2.0,9,True,True,1,8.161260222663202,0.0,90.0,1,8.0,False,False,True,False,False,False,False,True,True,False,False,0.550752,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Seed,48.8356649,2.240206,True,False,8.161260222663202,,9,False,False,False,10.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,269,269,True,True,4,4,10,5,0.5,0.5,8.234040799227781,8.161260222663202,8.161260222663202,8.161260222663202,0.0,0.0,0.0,0.0,0.0,3.16,6.398594934535208,,8.161260222663202
20695,TeleSkin,2007,https://www.crunchbase.com/organization/teleskin,Denmark,1.0,7,False,True,1,259.96976496399895,0.0,106.0,2,8.0,False,False,True,True,False,False,False,True,False,False,False,0.086401,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,7.0,Corporate Round,55.4664892,8.4520751,False,True,259.96976496399895,,7,False,True,False,21.5,False,False,False,False,False,False,0,0,False,False,2,0,False,False,1,1,False,False,0,0,0,0,0.0,0.0,235.3399255808574,259.96976496399895,259.96976496399895,259.96976496399895,0.0,0.0,0.0,0.0,0.0,3.16,4.23410650459726,2014-04-01,259.96976496399895
16572,Dopplr,2007,https://www.crunchbase.com/organization/dopplr,United Kingdom,5.0,0,True,False,1,0.0,0.0,298.0,1,0.0,False,True,True,False,False,True,False,True,True,False,False,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2.0,Angel,51.4893335,-0.1440551,True,False,0.0,,0,False,False,False,71.0,False,False,False,False,False,False,1,0,False,False,1,0,False,False,643,643,True,True,5,5,24,8,0.3333333333333333,0.3333333333333333,4.639509600861782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,7.313886831633462,2009-09-23,0.0
21120,Tupalo,2007,https://www.crunchbase.com/organization/tupalo,Austria,2.0,1,True,True,1,9626.013216013036,0.0,16.0,1,1.0,False,False,False,True,False,False,False,False,False,False,False,0.0,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,5.0,Series B,48.1857192,16.4221587,False,True,9626.013216013036,,1,False,True,False,7.0,False,False,False,False,False,False,0,0,False,False,0,0,False,False,63,63,True,True,2,2,4,1,0.25,0.25,4.458645788406764,9626.013216013036,9626.013216013036,9626.013216013036,0.0,0.0,0.0,0.0,0.0,3.16,4.138361447638875,2012-12-20,9626.013216013036
948,Safetica Technologies,2007,https://www.crunchbase.com/organization/safetica-technologies,Czech Republic,1.0,7,True,True,2,0.0,0.0,9.0,1,0.0,False,False,True,False,False,False,False,True,True,True,True,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Venture - Series Unknown,50.0596288,14.4464593,True,False,0.0,1.0,7,True,False,False,4.0,False,False,False,False,False,False,2,2,True,True,2,2,True,True,59,59,False,False,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.128231705849268,,0.0
12140,Navus,2007,https://www.crunchbase.com/organization/navus-c2db,Switzerland,3.0,12,False,True,1,74.50650865265331,0.0,32.0,1,3.0,False,False,True,False,False,False,False,True,False,False,False,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,47.5581077,7.5878261,True,False,74.50650865265331,,12,False,False,False,2.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,16,16,False,False,0,0,0,0,0.0,0.0,74.50650865265337,74.50650865265331,74.50650865265331,74.50650865265331,0.0,0.0,0.0,0.0,0.0,3.16,5.993961427306569,,74.50650865265331
16583,Azellon Cell Therapeutics,2007,https://www.crunchbase.com/organization/azellon-cell-therapeutics,United Kingdom,1.0,2,True,True,1,74.11260755865483,93.84162359184587,251.2,5,33.4,False,True,True,False,False,True,False,True,True,False,False,2.328123,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,Venture - Series Unknown,51.4893335,-0.1440551,True,True,0.0,,2,False,True,False,32.2,False,False,False,False,False,False,2,0,False,False,5,0,False,False,643,643,True,True,5,5,24,9,0.375,0.375,4.639509600861782,0.0,74.11260755865483,170.1966800850627,0.0,0.0,0.0,0.0,170.1966800850627,3.16,6.55250788703459,,170.1966800850627
1893,Adipsys,2007,https://www.crunchbase.com/organization/adipsys,France,1.0,8,False,True,1,1013.4372960920778,0.0,24.0,1,0.0,False,False,False,False,False,False,False,True,False,False,False,0.78064,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,43.641141,7.0086255,False,True,1013.4372960920778,,8,False,True,False,6.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,2,2,False,False,0,0,2,0,0.0,0.0,266.36049077673397,1013.4372960920778,1013.4372960920778,1013.4372960920778,0.0,0.0,0.0,0.0,0.0,3.16,6.2166061010848646,,1013.4372960920778
1894,ActiveEon,2007,https://www.crunchbase.com/organization/activeeon,France,1.0,7,False,True,1,1017.6611506159504,0.0,24.0,1,0.0,False,False,False,False,False,False,False,True,False,False,False,1.050735,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,43.6195225,7.0518158,False,True,1017.6611506159504,,7,False,True,False,6.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,2,2,False,False,0,0,2,0,0.0,0.0,266.02269046775154,1017.6611506159504,1017.6611506159504,1017.6611506159504,0.0,0.0,0.0,0.0,0.0,3.16,5.993961427306569,,1017.6611506159504
6263,iContainers,2007,https://www.crunchbase.com/organization/icontainers,Spain,2.0,8,True,True,1,504.3657437075568,0.0,44.0,2,3.5,False,False,True,False,False,False,False,True,False,False,False,1.632708,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,Series A,41.3825802,2.177073,False,True,504.3657437075568,,8,False,True,False,12.5,False,False,False,False,False,False,0,0,False,False,2,0,False,False,88,88,True,True,2,2,5,2,0.4,0.4,0.0,504.3657437075568,504.3657437075568,504.3657437075568,0.0,0.0,0.0,0.0,0.0,3.16,6.2166061010848646,,504.3657437075568
9480,Pharetis,2007,https://www.crunchbase.com/organization/pharetis,Germany,2.0,1,False,True,2,0.0,0.0,99.0,1,0.0,False,False,False,False,False,False,False,True,True,False,False,0.0,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,,Seed,51.3406321,12.3747329,True,False,0.0,,1,False,False,False,9.0,False,False,False,False,False,False,2,0,False,False,2,0,False,False,5,5,False,False,0,0,0,0,0.0,0.0,147.86552184653277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,6.922151159265869,,0.0
6312,Spacewell Energy (Dexma),2007,https://www.crunchbase.com/organization/dexma,Spain,3.0,4,True,True,1,504.3657437075568,0.0,68.0,1,2.0,False,False,True,False,False,False,False,True,False,False,False,1.371296,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,13.0,Venture - Series Unknown,41.3825802,2.177073,False,True,504.3657437075568,1.0,4,False,True,True,8.0,False,False,False,False,False,False,0,0,False,False,1,1,True,True,88,88,True,True,2,2,5,1,0.2,0.2,0.0,0.0,0.0,0.0,504.3657437075568,504.3657437075568,504.3657437075568,0.0,0.0,3.16,5.743644008081332,2020-12-10,504.3657437075568
16701,Ibexis Technologies,2007,https://www.crunchbase.com/organization/ibexis-technologies,United Kingdom,1.0,6,True,True,1,187.86285454559444,0.0,96.0,1,30.0,False,False,True,False,False,True,False,True,False,False,False,0.07562,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,Seed,53.3299162,-2.2508629,False,True,187.86285454559444,,6,False,True,False,21.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,32,32,True,True,1,1,0,0,0.0,0.0,16.63612307727434,187.86285454559444,187.86285454559444,187.86285454559444,0.0,0.0,0.0,0.0,0.0,3.16,6.55250788703459,,187.86285454559444
16682,Sonik Sports,2007,https://www.crunchbase.com/organization/sonik-sports,United Kingdom,1.0,3,False,False,1,180.4131327540637,0.0,285.0,1,6.0,False,True,False,False,False,False,False,True,False,False,False,0.694767,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,,Seed,53.3777294,-1.06213,False,True,180.4131327540637,,3,False,True,False,27.0,False,False,False,False,False,False,0,0,False,False,1,0,False,False,9,9,False,False,0,0,0,0,0.0,0.0,79.18744009431425,180.4131327540637,180.4131327540637,180.4131327540637,0.0,0.0,0.0,0.0,0.0,3.16,6.55250788703459,,180.4131327540637
