Company ID,Organization Name,Founded Year,Headquarters Country,Number of Founders,Hub Binary,B2B Binary,Number Seed Rounds,Avg Seed Investor Distance,Avg Seed Investor Pairwise Distance,Average Seed Investors Portfolio Organizations,Number Seed Investors,Avg Age of Seed Investors,Specific VC in Seed Binary,Target VC in Seed Binary,Hub VC in Seed Binary,Accelerator Funding Binary,Angel Group Funding Binary,Micro VC Funding Binary,Corporate Venture Capital Funding Binary,Homecountry Investor in Seed Binary,Years to Seed,Total Seed Funding (M),Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Information Technology,Communication Services,Utilities,Real Estate,Other,Success,Exit Binary,Funding Success,Degree_Global,Betweenness_Global,Closeness_Global,Eigenvector_Global,Degree_HomeCountry,Betweenness_HomeCountry,Closeness_HomeCountry,Eigenvector_HomeCountry
16244,FreeAgent,2007,United Kingdom,3.0,False,True,1,535.0383793731514,0.0,298.0,1,0.0,False,True,False,False,False,True,False,True,2,2.792297772045591,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,0.009077045966160774,0.0,0.34602069550808107,0.0006195626862605051,0.022864828513786146,0.0,0.3515231116413709,0.0015126421851610183
20307,Trustpilot,2007,Denmark,2.0,True,False,1,0.0,0.0,150.0,1,7.0,False,False,True,False,False,False,False,True,4,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,0.005010529373320747,0.0,0.3036925944322948,0.00015396703485679705,0.16321243523316062,0.0,0.3756324291374581,0.0570592965486909
9159,excentos,2007,Germany,1.0,False,True,1,451.27020546198065,0.0,659.0,1,2.0,False,True,False,False,False,False,False,True,0,3.769454793565684,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.02301938857018372,0.0,0.34606679963528725,0.0014589604635191157,0.13537320352341214,0.0,0.41171896300586985,0.05761987901482019
16221,Heptares Therapeutics,2007,United Kingdom,2.0,False,True,1,34.384893646986235,0.0,49.0,1,10.0,False,False,False,False,False,False,False,True,0,2.792297772045591,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,0.0,0.0,0.0,5.626981051924146e-55,0.0,0.0,0.0,1.274642843896496e-66
16296,My1Login,2007,United Kingdom,1.0,True,True,1,487.4079643564715,0.0,36.0,1,9.0,False,False,False,True,True,False,False,True,6,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0004356982063757171,0.0,0.25385086835126064,5.959783281367014e-07,0.0011208249271463797,0.0,0.22059958102257435,3.2119625750922823e-07
9304,SCHAD,2007,Germany,1.0,False,True,1,515.0206955303776,0.0,659.0,1,3.0,False,True,False,False,False,False,False,True,1,3.769454793565684,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,0.02301938857018372,0.0,0.34606679963528725,0.0014589604635191157,0.13537320352341214,0.0,0.41171896300586985,0.05761987901482019
9254,TunHub,2007,Germany,1.0,True,True,1,6385.086074905369,0.0,362.0,1,5.0,True,False,False,False,False,False,False,False,9,3.769454793565684,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0010166291482100066,0.0,0.2847542587184535,6.562636927035522e-06,0.0,0.0,0.0,9.31266493406252e-22
16332,Exonar,2007,United Kingdom,2.0,False,True,1,84.64647161285754,81.6565725707354,82.0,2,11.0,True,True,False,False,False,False,True,True,10,1.61157,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.003195120180088592,1.8486865474615442e-05,0.3224457535223784,0.00040496596053195836,0.00829410446088321,5.493150400781606e-05,0.32141078701437875,0.001112134743867572
16433,Absynth Biologics,2007,United Kingdom,1.0,False,True,2,63.74390328467205,108.42301246578674,45.0,2,2.0,False,False,False,False,False,False,False,True,6,1.667276,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.002323723767337158,9.316036781003134e-05,0.2774063896081042,3.163890190095135e-06,0.006724949562878278,0.00034368552891170885,0.2710604479144757,2.433624423885141e-05
20742,Iconfinder,2007,Denmark,2.0,True,False,1,4394.152685975888,8778.62594102432,206.0,2,11.0,False,True,True,True,True,True,False,True,5,1.5,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,0.011182920630310072,0.000491039141252077,0.34855608790363923,0.00026437943992335173,0.1839378238341969,0.0018166493379850367,0.40098909232884067,0.038609399476478394
9218,rapidrabbit,2007,Germany,1.0,False,False,1,566.1747012832167,0.0,659.0,1,4.0,False,True,False,False,False,False,False,True,2,0.66296,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.02301938857018372,0.0,0.34606679963528725,0.0014589604635191157,0.13537320352341214,0.0,0.41171896300586985,0.05761987901482019
20695,TeleSkin,2007,Denmark,1.0,False,True,1,259.96976496399895,0.0,106.0,2,8.0,False,False,False,True,False,False,False,True,7,0.086401,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,0.006608089463365043,0.00016435415526463453,0.30623488393693943,0.00015728359874847962,0.2150259067357513,0.013908268803847436,0.4022520500999551,0.06150798709538998
16398,FibreCRM,2007,United Kingdom,1.0,False,True,1,194.53775909638944,370.2571343568188,19.0,2,5.0,False,False,True,False,False,False,False,True,12,0.949409,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0013070946191271514,3.058791818398854e-05,0.2886851777951271,1.0234123271037955e-05,0.0038108047522976913,4.871386806064234e-05,0.2835372136486114,4.391342283220208e-05
